충전소명,충전일,충전시작시간,충전종료시간,충전일자,충전시간,요일,주말
홍제1동 공용주차장,2021-09-14,2021-09-14 14:50:59,2021-09-14 15:16:53,2021-09-14,25.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 13:11:29,2021-09-14 13:53:27,2021-09-14,41.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 06:23:54,2021-09-14 07:45:43,2021-09-14,81.0,1,0
홍제1동 공용주차장,2021-09-14,2021-09-14 01:41:03,2021-09-14 01:55:45,2021-09-14,14.0,1,0
홍제1동 공용주차장,2021-09-13,2021-09-13 22:42:03,2021-09-13 23:06:48,2021-09-13,24.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 21:14:44,2021-09-13 21:42:24,2021-09-13,27.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 20:05:28,2021-09-13 21:20:03,2021-09-13,74.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 19:58:49,2021-09-13 21:11:33,2021-09-13,72.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 17:35:58,2021-09-13 18:23:28,2021-09-13,47.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 11:58:11,2021-09-13 13:06:13,2021-09-13,68.0,0,0
홍제1동 공용주차장,2021-09-13,2021-09-13 11:52:36,2021-09-13 13:29:33,2021-09-13,96.0,0,0
홍제1동 공용주차장,2021-09-12,2021-09-12 21:45:12,2021-09-12 23:01:56,2021-09-12,76.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 20:36:16,2021-09-12 21:11:12,2021-09-12,34.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 20:27:06,2021-09-12 20:34:43,2021-09-12,7.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 20:15:42,2021-09-12 20:53:25,2021-09-12,37.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 17:53:15,2021-09-12 18:25:29,2021-09-12,32.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 15:54:13,2021-09-12 18:34:00,2021-09-12,159.0,6,1
홍제1동 공용주차장,2021-09-12,2021-09-12 15:34:56,2021-09-12 16:04:33,2021-09-12,29.0,6,1
홍제1동 공용주차장,2021-09-11,2021-09-11 11:18:21,2021-09-11 11:45:10,2021-09-11,26.0,5,1
홍제1동 공용주차장,2021-09-10,2021-09-10 22:46:19,2021-09-10 23:49:38,2021-09-10,63.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 21:49:54,2021-09-10 22:26:59,2021-09-10,37.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 20:52:55,2021-09-10 22:11:12,2021-09-10,78.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 20:36:23,2021-09-10 21:22:29,2021-09-10,46.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 20:13:39,2021-09-10 20:48:06,2021-09-10,34.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 17:26:05,2021-09-10 18:01:23,2021-09-10,35.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 16:31:16,2021-09-10 17:15:19,2021-09-10,44.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 16:00:13,2021-09-10 16:07:46,2021-09-10,7.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 15:22:59,2021-09-10 16:07:18,2021-09-10,44.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 15:05:30,2021-09-10 15:32:41,2021-09-10,27.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 12:37:33,2021-09-10 13:40:09,2021-09-10,62.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 11:46:10,2021-09-10 11:52:33,2021-09-10,6.0,4,0
홍제1동 공용주차장,2021-09-10,2021-09-10 11:39:13,2021-09-10 11:45:37,2021-09-10,6.0,4,0
홍제1동 공용주차장,2021-09-08,2021-09-08 12:34:13,2021-09-08 13:37:15,2021-09-08,63.0,2,0
홍제1동 공용주차장,2021-09-07,2021-09-07 14:33:11,2021-09-07 14:54:23,2021-09-07,21.0,1,0
홍제1동 공용주차장,2021-09-07,2021-09-07 14:29:51,2021-09-07 15:25:57,2021-09-07,56.0,1,0
홍제1동 공용주차장,2021-09-07,2021-09-07 13:41:20,2021-09-07 14:10:45,2021-09-07,29.0,1,0
홍제1동 공용주차장,2021-09-07,2021-09-07 13:30:59,2021-09-07 14:23:37,2021-09-07,52.0,1,0
